rec_id, rec2_id, culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number, family_role
rec-766-org,   rec-9748-org_h-0, eng, f, 32 , 19880510, ms, josie, ikin, qld, meringandanwest, 04566, 62, majuraroad, florinapark, 4165703813, 571992867, 6, NoRole
rec-1826-org,   rec-4912-org, ind, f, 20, 20000531, , rachel, nirupa, wa, red hill, 03690, 15, dryandra street, glenlea est, 618 1410833, 697803630, 4, NoRole
rec-6768-dup-0, rec-6212-org, chi, f, 27, 19930605, mr, zoe, zhao, vic, wooragee, 04210, 131, beasley s treet, , , 6427 26097, 2, NoRole
rec-4601-org,   rec-9801-org, eng, m, 30, , ms, jessica, elliston, nsw, bournda, 04227, 8, withers place, el-woodaro, 612 1536477, 216509998, 3, NoRole
rec-9377-org,   rec-3178-org, usa, m, , 19540901, , kirra, booker, qld, cranbrook, 02223, 32, decker place, tarldarn, 613 2046415, 503948346, 6, NoRole
rec-6255-org,   rec-465-org_h-1, eng, m, 41 , 19790711, mr, lindley, wortham, nsw, maraylya, 04610, 47, northcotecrescent , willandra, 6123691753, 578382408, 6, NoRole
rec-3400-dup-0, rec-8119-org_f-0, eng, m, 17, 19931102, mr , pierce, sharman, nsw, conj la park, 02196, 13 , onkaparinga crescent, warringa nebraska, 613 79 9969, 509072436, 7, husband-n-False
rec-3250-org,   rec-1596-org, usa, f, 26, 19941009, , madeleine, spence, sa, stirling north, 02628, 11, horne place, the links, 617 9648448, 901716071, 0, NoRole
rec-3047-dup-0, rec-4714-org, cze, f, , 19730220, , erin, lijanikh, vic, seaton, 03204, 135, nymagee place, , 618 5540741, 407061809, 1, NoRole
rec-6816-dup-0, rec-3778-org, , , 40, 19800117, mr, holly, bishop, vic, naringal, 03000, 41, hu tl , , 204 0316164, 233020413, 7, NoRole
rec-3980-org,   rec-4332-org, chi, f, 38, 19820930, , liam, na, vic, metung, 02220, 1, namatjira drive, coolbellup hotel (cnr waverley r road, 618 5033002, 760517327, 2, NoRole
rec-9714-dup-1, rec-9600-org, dut, f, 35, 19851102, ms, joe, mackelyck, vic, sutton grange, 02193, , malkolm plase, , 618 5778725, 748021626, 0, NoRole
rec-9884-dup-1, rec-6041-org, ger, f, 10, , , ztamuel, dreschler, sa, north moonta, 02168, 6, douglas place, , 617 5068477, 857720954, 1, NoRole
rec-9332-org,   rec-7389-org, unk, m, , 19890612, , joshua, sclater, , bonbeach, 02283, 16, badgery street, , 708 9790239, 254897963, 9, NoRole
rec-26-dup-1, rec-7725-org, eng, f, 30, 19900528, mr, madeline, leonardson, nsw, barden ridge, 02759, 67, macquarie street, , 612 6220165, 365674695, 2, NoRole
rec-3573-dup-0, rec-7982-org, usa, f, 29, 19910519, , , maxwel, tas, lonkford, 04500, , hartigan street, , 617 3801846, 854252345, 7, NoRole
rec-9953-org,   rec-8769-org_f-0, chi, m, 38, 19960907, mr, pande, ching, nsw, fassifern, 05144, 44, ebsworthclose, medicalcentre, 6126067824, 243550278, 3, husband-y-True
rec-6147-org,   rec-9561-org, ara, f, 10, 20100310, ms, catherine, souhayla, sa, onkaparinga hills, 04116, 30, stutchbury street, karinya lodge, 708 3915135, 865333688, 6, NoRole
rec-3105-dup-0, rec-6403-org, unk, f, 36, 19845527, ms, jordan, scorsone, qld, highfields, 02290, 46, weavell place, , 613 4792421, 591017333, 4, NoRole
rec-1596-dup-0, rec-3481-org, eng, f, 30, 19900516, , bayoey, smedley, nsw, mona vale, 02444, 1298, castlereagh crescent, hindman street, 612 7793834, 209938920, 0, NoRole
rec-1619-org,   rec-2631-org, unk, f, 23, 19970129, pfc, jayden, aarts, nsw, bronte, 04505, 32, wyatt place, ainslie house, 612 8784018, 236256680, 6, NoRole
rec-7415-org,   rec-5764-org, eng, f, , 19010529, , saskia, sackville, nsw, peakhurst heights, 02564, 48, moruya circuit, raycroft, 612 3786578, 514739949, 6, NoRole
rec-4192-dup-0, rec-5059-org, ger, f, 29, 19911102, , matthe, schluetter, vic, golden squaar, 04019, 10, parkwood road, , , 464169455, 3, NoRole
rec-7051-dup-1, rec-8516-org, usa, f, 27, 19930514, pfc, lachlan, farrell, sa, middle beach, 05061, 16, allunga, harrington circuit, 617 9853966, 119623948, 2, NoRole
rec-2124-dup-1, rec-729-org, ind, , 38, 19820322, , zoe, preeti, vic, koonawrra, 05163, 13, samuels crescent, wilga, 618 7631448, 897753281, 3, NoRole
rec-4050-dup-0, rec-6266-org, ara, f, , 19560116, dr, tomas, stubhaan, vic, digby, 04702, 64, anembo street, , 618 5614489, 883842090, 9, NoRole
rec-356-dup-0, rec-654-org, dut, , 30, 19900616, ms, gabriele, terlinnden, sa, iron knob, 03677, 5, derrick street, , 617 2407787, 958850969, 5, NoRole
rec-10113-org,   rec-541-org, chi, m, 30, 19900318, , emma, hsi, nsw, rivett, 02146, 26, , qunaba, 612 3305514, 296373857, 5, NoRole
rec-8991-org,   rec-8132-org, afg, f, 28, 19920625, , deakin, abdali, nsw, kandos, 03127, 8, bancks crescent, , 612 9232355, 332161666, 5, NoRole
rec-4913-org,   rec-6795-org, unk, , 41, 19790331, ms, carlin, scinto, qld, pimpama, 06026, 1, jardine street, , 613 1503625, 631061143, 5, NoRole
rec-8231-dup-1, rec-8021-org, ind, m, 28, , dr, benja min, prithu, nsw, wandsw orth, 03034, 74, william webb drive, , 612 9703832, 682670171, 8, NoRole
rec-1223-dup-0, rec-4132-org, ind, m, 31, 19890205, , zamez, sandipan, , charlestown, 02250, 22, healy street, merrilea, , 866582877, 4, NoRole
rec-7803-dup-1, rec-1603-org_h-1, dut, f, 38, 19820521, ms , greet, vantveer, vic, brentfordsquare, 06062, 9, brombystreet, , 2040377415, 369782673, 1, NoRole
rec-5585-org,   rec-979-org, ger, f, 25, 19951207, ms, tahlia, zoeber, qld, pallarenda, 05577, 29, coningham street, , 613 4571479, 667504528, 0, NoRole
rec-7338-org,   rec-4078-org, ara, f, 31, 19890317, pfc, georgia, lana, qld, muniganeen, 03130, 12, wills street, , 613 5822950, 249854597, 0, NoRole
rec-558-org,   rec-5226-org, tur, f, 23, 19971219, , ella, segem, nsw, burringbar, 03201, 28, bimberi crescent, , 612 5110268, 609077304, 2, NoRole
rec-5023-org,   rec-4136-org, , f, 22, 19980222, , emma, , vic, niddrie, 03953, 204, landor place, , 618 8857098, 114734775, 5, NoRole
rec-8040-org,   rec-7539-org, usa, f, 23, 19970529, , isabelle, dixon, vic, browns plains, 06065, 118, jensen street, tomary, 618 7903927, 100297746, 0, NoRole
rec-29-dup-0, rec-4890-org, ita, , 29, 19910620, , joshua, scotti, vic, warrnambul, 03150, 1, boswordh circuit, lambar, 618 3151378, 287022273, 9, NoRole
rec-191-dup-0, rec-5145-org, ind, m, 9, 20110715, , william, sunanfa, vic, clayton, 02035, 12, federal highway, kalooca, 618 0511071, 567789280, 5, NoRole
rec-143-dup-1, rec-1024-org, rus, f, 32, 19880808, mr, jamie, ovorova, nsw, eden, 06260, 25, jon russell circuit, bletchly park, 612 3605645, 128785405, 0, Org-Household
rec-756-dup-1, rec-158-org, chi, f, , 19840304, , jack, ow, nsw, cudgera creek, 0616 4, 11, kjnleyside crescent, , 612 9234387, 287388251, 2, NoRole
rec-4370-org,   rec-213-org_h-0, rus, f, 26, 19940719, ms, klavdija, kherpina, vic, natteyallock, 03148, 31, goldnercircuit, lyngae , 6187847301, 486312059, 1, NoRole
rec-2762-dup-0, rec-7863-org, chi, f, 33, 19870716, mr, mystmque, , vic, herne hill, 02615, 10, clancy street, warrah lea, 618 2626467, 740232999, 6, NoRole
rec-133-dup-0, rec-8407-org, jew, , 30, , , jack, hamutal, act, oxley, 02195, 734, vansittart crescent, , 612 9206262, 808099370, 1, NoRole
rec-4707-dup-0, rec-8480-org, usa, f, , 19270412, mr, zak, wade, qld, captains mountain, 03174, 6, antill ztreet, , 613 2885963, 442587103, 6, NoRole
rec-8123-dup-0, rec-1919-org, cze, m, 33, 19870313, ms, deakin, skandera, nsw, badgerys creek, 03148, 11, buxton street, glenwarren, , 692931753, 1, NoRole
rec-4476-org,   rec-5556-org_h-0, usa, f , 19, 20010729 , hon, mittie, myers, act, raceview, 02450, 200, maymaxwellcrescent, villa32 , 6123080607, 499970701, 3, NoRole
rec-5283-org,   rec-1762-org, usa, f, 24, 19960615, , kyle, todd, vic, kongwak, 02216, 6, riley place, harmony farm, 618 3742056, 746520394, 9, NoRole
rec-9266-org,   rec-4788-org, chi, f, 26, 19940412, , kristin, mar, , cleveland, 02487, 75, blakey close, , 708 8799027, 386278723, 4, NoRole
rec-6264-dup-0, rec-9806-org, eng, f, 28, 19920415, , josh ua, tennyson, sa, moorabbin, 02011, 61, canopus crescent, wisperin  pines, 617 1572659, 727156314, 7, NoRole
rec-71-dup-1, rec-1876-org, unk, , 25, , , maliah, abbetmeyer, nsw, clun es, 05008, 9 , forlonge street, , 416 5791958, 930198851, 7, NoRole
rec-2220-org,   rec-9946-org, eng, f, , 19120310, hon, jayden, badcoke, nsw, marrickville, 03500, 5, marengo place, , 612 5663880, 653824080, 3, NoRole
rec-6537-org,   rec-6184-org, usa, f, , 19900329, ms, emiily, slater, , sussex inlet, 03334, 29, brown street, tulla burra, 204 2347759, 906021533, 6, NoRole
rec-591-dup-1, rec-3572-org, wel, f, 33, 19871027, dr, carlin, hoells, , southb rook, 02360, 468, sherwood circuit, henry kendall hostel, 204 1176492, 795853526, 2, NoRole
rec-3347-dup-0, rec-9832-org, ind, m, 26, 19940602, , cooper, niharika, nsw, east hil ls, 03163, 9, walkercrescent, , 612 6352132, 187452435, 5, NoRole
rec-9943-dup-1, rec-9820-org, eng, , 28, 19920821, mr, max, albinson, tas, moogara, 03108, 401, johnsqcrescent fred, brampton, 617 8229877, 752965249, 2, NoRole
rec-4844-org,   rec-7242-org_f-1, abo, f, 15, 20050209, ms , orana, marika, wa, culham, 04067, 4, archibaldstreet, mirani, 6181345547, 251572197, 6, daughter-y-True
rec-6179-dup-0, rec-4889-org, eng, m, 20, 20000827, , nicholas, wakefield, tas, howden, 02 26, 22, scottsdal  street, , 617 8428936, 116454817, 8, NoRole
rec-8384-dup-0, rec-5526-org, unk, f, , 19870509, , baiJey, aballon, nsw, torrington, 06160, 25, priestley place, , 612 09 33417, 354225150, 3, NoRole
rec-10048-org,   rec-639-org_h-0, chi, f, 41, 19791222, ms, zhifang, hsu, vic, macleod, 02615, 52, braggstreet, marsden , 6184630004, 763096986, 0, NoRole
rec-3242-dup-1, rec-2161-org, cze, , 22, 19980828, dr, rachel, pakac, , beecroft, 02287, 14, ferguson circuit, tintakel, 416 1697841, 244598352, 9, NoRole
rec-8974-org,   rec-4245-org, rom, f, 28, 19920418, , joshua, mircea, , wangaratta, 03644, 18, mckillop circuit, , 204 8994808, 877343659, 7, NoRole
rec-5143-org,   rec-3850-org, spa, m, 30, 19900217, , michael, toro, wa, elabbin, 03428, 29, biraban place, , 618 4825522, 447010000, 9, NoRole
rec-5784-org,   rec-9669-org, afg, m, 7, 20131221, dr, sian, banuchi, nsw, bellevue hill, 06230, 33, menzie place, , 612 9708502, 599424824, 1, NoRole
rec-7775-dup-1, rec-9146-org, eng, f, , 19790509, , andie, hallman, vic, mount mee, 02443, 42, sprinkvale trive, phoenix park stud, 618 5120579, 181821353, 8, NoRole
rec-9249-dup-0, rec-9526-org, afg, , 24, 19960825, , finlay, sherani, sa, hawthorzndene, 03030, 8, keys crescent, , 617 0270290, 620834604, 9, NoRole
rec-12-dup-0, rec-6885-org, chi, , 12, , hon, jacqueline, yi, act, ngunna wal, 06100, 8 , cataract street, , 204 4464943, 359923550, 2, NoRole
rec-7923-dup-1, rec-9204-org, usa, m, 35, 19850910, , charlotte, vasquez, za, ringood, 07270, 19, scattergood place, , 617 7593668, 908064813, 7, NoRole
rec-8826-org,   rec-9090-org, afr, , 41, 19790508, , michael, drammeh, qld, chelmer, 04207, 2603, neales street, cantlay farm, 613 6602688, 380499078, 4, NoRole
rec-8797-org,   rec-740-org, eng, , 10, 20100805, , riley, wootton, nsw, catalina, 07004, 11, finniss crescent, rosetta village, 612 1435573, 911309710, 2, NoRole
rec-5094-org,   rec-8310-org, usa, f, 28, 19920123, mr, jade, gibson, vic, dederang, 05341, 7, macqueen place, , 618 5187658, 133742413, 7, NoRole
rec-26-dup-0, rec-7725-org, eng, f, 30, 19900528, mr, madeline, leonardson, nsw, barden ridge, 02759, 67, macquarie street, , 612 6120165, 365674695, 2, NoRole
rec-4390-dup-1, rec-7952-org, chi, f, 28, 19920903, , jess'lca, he, nsw, silverwater, 02042, 6 , pandanus street, , 612 5570763, 877121097, 6, NoRole
rec-3829-org,   rec-9611-org, eng, f, 37, 19830914, , mason, kyles, qld, morella, 02431, 28, seymour place, , 613 0745310, 174583080, 5, NoRole
rec-6731-org,   rec-3176-org, chi, f, 28, 19920303, , jacqueline, fu, nsw, kemps creek, 02780, 23, , , 612 3786175, 291348232, 4, NoRole
rec-7579-dup-0, rec-792-org, ara, f, 35, 19857004, ms, jamie, munira, vic, clifton springs, 03840, 192, william wilkijs crescent, , 618 4467618, 503889027, 0, NoRole
rec-3587-dup-1, rec-1871-org, dut, f, 25, 19950424, , kira, coerten, , wonkaling beach, 04700, 34, , , 204 4057502, 271197248, 1, NoRole
rec-1598-org,   rec-1737-org, ind, f, 29, 19910204, dr, sienna, tendulkar, qld, lutwyche, 06018, 11, melrose drive, halls of residence monash university, 613 8086175, 606113761, 9, NoRole
rec-711-org,   rec-496-org, ind, f, 28, 19920730, ms, mikaela, somasundaram, qld, suttor, 03550, 10, davidson street, , 613 9653122, 193929285, 7, NoRole
rec-7282-org,   rec-4586-org, eng, f, 24, 19960112, , ryan, ryers, wa, boolading, 02380, 22, jemalong street, villa 32, 618 4484036, 752950678, 2, NoRole
rec-9684-org,   rec-4711-org, unk, m, 40, 19800908, , alexandra, aarcy, vic, darnum, 02035, 17, lindwall place, , 618 3255555, 436958636, 3, NoRole
rec-6442-org,   rec-4276-org, usa, m, 33, 19870204, , amy, ashley, wa, quedjinup, 03350, 20, carpenter close, , 204 6935236, 149470189, 9, NoRole
rec-3474-dup-1, rec-6506-org, unk, f, 11, 20091124, mr, claire, abadi, qld, toowong, 03021, 652, pryorvplace, thornbury house, 204 5701088, 874696766, 8, Org-daughter
rec-7488-org,   rec-9008-org, eng, m, , 19780425, mr, campbell, mottershead, qld, burleigh waters, 04018, 35, french street, kareela, 613 3837337, 654379016, 0, NoRole
rec-6295-org,   rec-6941-org, usa, f, , 19820605, , lachlan, singleton, qld, glenrae, 03850, 24, babinda place, , 613 8279316, 446922801, 1, NoRole
rec-9985-org,   rec-6914-org, gre, f, 11, 20090216, ms, ethan, siantos, vic, , 03179, 307, pinkerton circuit, , 618 3804455, 767185089, 1, NoRole
rec-2719-org,   rec-2942-org, eng, f, 42, 19780528, ms, daniella, mcdougall, vic, rokeby, 02539, 20, woronora street, brindabella specialist centre, 618 8954368, 611140741, 9, NoRole
rec-8255-dup-0, rec-5424-org, usa, f, 29, 19911207, ms, warrick, lo, vic, narbethong, 03690, 32, , , 618 9049992, 594895516, 6, NoRole
rec-1532-dup-0, rec-8948-org, usa, f, 43, 19770905, , jayden, nicolst, qld, brymaroo, 06064, 26, maynard street, , 708 2442829, 228869731, 8, NoRole
rec-4536-org,   rec-6254-org, eng, f, , 19850115, ms, jade, alvey, qld, rockville, 03162, 388, captain cook crescent, , , 848216441, 3, NoRole
rec-4567-dup-0, rec-767-org, usa, f, 30, 19900330, , madison, poole, qld, branyan, 04492, 17, brentwood vlge, jensen place, 613 8125862, 823611778, 9, NoRole
rec-8233-dup-0, rec-4013-org, ind, f, 33, 19870204, , ema, sreedhar, vic, yarck, 02170, 141, norman sdreet, ulabri, 618 1687135, 189151866, 1, NoRole
rec-8499-dup-0, rec-9285-org, ina, f, 26, , , braiden, gunarn, vic, milloo, 02280, 62, glenorchy street, hillside farm, 618 5693037, 538594050, 7, NoRole
rec-1294-dup-1, rec-3026-org, chi, f, 32, 19880115, , oli via, dzang, , ballina, 0482 5, 20, investigator street, tillside, 204 4213590, 349358978, 3, NoRole
rec-1345-org,   rec-5929-org_f-1, eng, f, 1, 20190205, ms, tiahnee, espenson, vic, learmonth, 02259, 381, riverstreet, lakeviewcourt , 6185779305, 234217559, 6, daughter-y-False
rec-127-org,   rec-7010-org, ser, f, 32, 19880331, , isaiah, savic, , south yunderup, 02153, 12, , , 416 5262685, 691128812, 7, NoRole
rec-2935-org,   rec-8838-org, chi, f, 34, 19861218, dr, brinley, liou, wa, three springs, 02666, 18, moodie street, fulham park, 618 9177798, 641942206, 3, NoRole
rec-4962-dup-1, rec-2735-org, abo, , 7, 20131222, , nicholas, ofanenkaue, sa, seppeldsfield, 04551, 62, newman morris circuit, , 416 7067629, 923665155, 5, NoRole
rec-2049-dup-0, rec-4437-org, usa, m, 31, 1989 708, , adam, sparks, sa, marin , 06210, 3, chuculba crescent, , 617 1394082, 625516666, 2, NoRole
rec-9529-org,   rec-9579-org, unk, f, , 19600905, ms, emma, scogin, nsw, rollands plains, 04285, 60, charterisville avenue, drypoint, 612 4439283, 655350511, 6, NoRole
rec-5095-org,   rec-2860-org, ger, f, 33, 19870225, mrs, louis, heinen, sa, krondorf, 06028, 4, watterson place, annandale hill, 617 2713427, 462359139, 2, Org-wife
rec-4351-org,   rec-8440-org, chi, f, 40, 19801217, , teneille, yun, sa, myponga, 03136, 101, freda gibson circuit, , 617 1923852, 972949310, 1, NoRole
rec-2629-org,   rec-8355-org_f-0, unk, m, 10 , 20100523, ms, guoqiang, strahn, nsw, buckenbowra, 06330, 45, groveplace, moonbi, 2042260111, 805052410, 1, son-y-True
rec-9435-dup-1, rec-9235-org, eng, f, 10, 20100925, , aiten, huddleson, qld, eagle heights, 04871, 119, chataway crezcent, , 613 4619789, 826567895, 1, NoRole
rec-1307-dup-0, rec-1123-org, usa, f,  0, 20000131, , genevieve, josep , wa, merredin, 03206, 22, bangalay crescent, , 618 9581394, 152449840, 4, NoRole
rec-4844-dup-1, rec-7242-org_f-1, abo, m, 15, 20050209, ms , orana, marika, wa, culham, 04067, 4, archibaldstreet, mirani, 6181345547, 251572197, 6, daughter-y-True
rec-1677-dup-0, rec-6982-org, usa, , 36, 19849924, , shelby, hodge, vc, clifton springs, 02099, 80, stanley street, uranbah, 618 9940212, 938083953, 1, NoRole
rec-1030-dup-0, rec-4365-org, ger, m, 28, 19921014, , taylor-saige, lackner, sa, gawler, 02224, 8, zerrapomberra avenue, cheviot hills, 617 5361250, 985489015, 4, NoRole
rec-9911-org,   rec-1016-org, usa, m, 32, 19880528, , archie, kaufman, vic, dandenong north, 02767, 3, southwell street, , , 278738675, 9, NoRole
rec-8502-dup-0, rec-5793-org, unk, f, 25, 19950929, , zuliana, strampher, qld, yalangur, 03029, 680, lynch street, killaahney, 613 8632693, 200735970, 1, NoRole
rec-4935-org,   rec-6780-org, usa, f, 33, 19870503, mr, mitchell, stephenson, nsw, ashmont, 03168, 55, macpherson street, , 612 7144443, 130311856, 9, NoRole
rec-192-dup-0, rec-5892-org, usa, , 31, 19890805, , evan, sloan, , newstead, 04740, 11, cossington smith crescent, mornington, 708 0747263, 530429584, 1, NoRole
rec-3168-org,   rec-8042-org, usa, f, 28, 19920206, , jessica, paul, qld, mckinlay, 02258, 158, kingsbury street, reddestone, 613 3619102, 578535259, 0, NoRole
rec-3425-dup-1, rec-3677-org, usa, f, , 19121226, , tara, kelley, vic, mallakoota, 03212, 34, kinan street, clifton vale, 618 0488900, 553316009, 1, NoRole
rec-3971-org,   rec-997-org, usa, , 23, 19970303, ms, jacob, herrera, nsw, yarrawarrah, 04890, 50, potts place, , 612 4698925, 525135667, 8, NoRole
rec-9047-org,   rec-3914-org, ger, f, 23, 19970117, , calvin, schlieffen, wa, yallingup siding, 02480, 56, bayley street, villa 2, 416 7483460, 798190188, 7, NoRole
rec-1682-dup-0, rec-7435-org, eng, f, 29, 19910505, ms, jayde, merricks, qld, balgowan, 02096, 19, somerset street, , 613 65 8 337, 556458445, 8, NoRole
rec-1477-dup-0, rec-6525-org, eng, f, , 19650102, , madeline, kendrick, qld, tingalpa, 03162, 11, strahan row, , 613 5127715, 899248245, 0, NoRole
rec-4802-dup-1, rec-1901-org, unk, , 23, 19971224, , set h, scofie d, nsw, oberon, 03089, 3, alawa street, burrawan, 612 1875560, 264719838, 9, NoRole
rec-6114-dup-0, rec-6908-org, usa, m, 31, 19890518, , mic hael, camacho, qld, kunda park, 02251, 23, eyre st reet, , 613 6189330, 221141904, 7, NoRole
rec-4897-org,   rec-7179-org, ind, m, 28, 19920127, , bianca, pradhan, nsw, hinchinbrook, 03163, 5, roberts street, , 612 0781539, 977239482, 6, NoRole
rec-9854-org,   rec-6481-org, eng, f, 31, 19891003, , lara, victorsen, qld, westlake, 02016, , harrington circuit, , 613 2401633, 973237267, 8, NoRole
rec-6263-dup-0, rec-1482-org, ind, m, 12, 20080415, dr, bailep, ganapathy, , wandin east, 04566, 5, andrews sreet, , 708 4797684, 246653105, 8, NoRole
rec-3778-dup-1, rec-8115-org, chi, f, 28, 19920119, ms, mark, tse n, vic, ovens, 038 05, 10, wrixon street, , 618 0169000, 160542327, 6, NoRole
rec-1250-org,   rec-2260-org, unk, m, 24, 19961128, , annalise, strawbridge, sa, lauderdale, 04221, 8, coglin place, , 617 6450013, 631438596, 4, NoRole
rec-7115-org,   rec-3148-org, unk, f, , 19820107, mr, harriet, scirri, qld, witheren, 02040, 32, castleton crescent, brentwood vlge, 613 9767540, 871880616, 5, NoRole
rec-3421-dup-0, rec-959-org, sri, f, 21, 19991229, , emma, ratna yake, nsw, gyme a, 03072, 7, trainer court, sh b11, 612 2347173, 718552370, 1, NoRole
rec-5101-dup-0, rec-4019-org, chi, f, , 19070110, ms, elki, teo, qld, tolga, 02137, 220, rene street, old post office, , 409326208, 7, NoRole
rec-9365-dup-0, rec-9983-org, unk, f, 34, 19861215, , jayde, ztrapp, nsw, borambil, 04213, 38, damala jtreet, , 612 0735639, 912420217, 5, NoRole
rec-1402-dup-1, rec-6497-org, ser, f, , 19840117, , christopher, mam la, , thornbury, 041 18, 646, mcnicoll place, , 204 8370306, 590422503, 4, NoRole
rec-240-dup-1, rec-3372-org, jap, f, 3 5, 19851010, , annabel, ki ki, vic, eskdale, 05690, 17, westbury circuit, , 618 8641847, 242751355, 5, NoRole
rec-9932-org,   rec-7582-org_f-0, unk, f, 45 , 20030426, mr, luba, scjum, vic, bakeryhill, 03056, 6, adairstreet, kalkarindjicommunity , 6186651361, 559812922, 9, wife-y-True
rec-3970-dup-0, rec-7293-org, usa, f, 30, 19900921, , sye, sargent, fic, hughesdale, 03030, 17, noble close, , 618 7190019, 342248194, 6, NoRole
rec-2100-org,   rec-2540-org, eng, f, 32, 19881027, , lily, earls, nsw, mullumbimby, 04124, 7, bower place, , 612 9778863, 395431078, 1, NoRole
rec-8238-dup-0, rec-8465-org, unk, f, , 19450218, dr, kiria, strahn, qld, para hills, 04878, 259, weedman plac, , 613 9073431, 510864904, 9, NoRole
rec-4788-dup-0, rec-6948-org, eng, , 26, , ms, al ana, jepson, nsw, south tamworth, 05214, 7, london circuit, kawek  park, 612 9585125, 513422090, 9, NoRole
rec-8822-org,   rec-2578-org, usa, f, , 19650522, , alisha, norman, vic, warrnambool, 05161, 83, maconochie crescent, , 618 0503948, 587147141, 0, NoRole
rec-9838-org,   rec-4025-org, eng, f, , 19771112, , leah, jeanes, nsw, wilcannia, 04570, 12, fraser place, , 612 9052085, 309713850, 8, NoRole
rec-3489-org,   rec-1772-org, usa, f, 29, 19910611, mr, tai, burt, vic, toolleen, 04055, 25, simpson street, , , 515495225, 3, NoRole
rec-4669-dup-0, rec-2179-org, ger, f, 30, 19900828, mr, alannah, brockahus, nsw, whian whian, 02160, 194, woollscstreet, avonwood, 612 0040373, 323439329, 5, NoRole
rec-4440-dup-0, rec-1397-org, usa, f, 28, 19902900, , liam, underwood, sa, stanmore, 02023, 17, shakespeare crescent, , 617 5023032, 882910651, 7, NoRole
rec-4112-dup-1, rec-6911-org, afr, , , 19351220, , josua, coetzee, nt, woolner, 02204, 183, a'bekett street, , 613 9817135, 907277004, 0, NoRole
